Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,151675,100000054710,2-0547,1100,Замена главной передачи,100,100000026805,Самосвал карьерный 793D №737,ЗМН,APP1,,,,Самосвал карьерный №737,11-RUD-CGTR-SEBT-CD36,2-0547_str,nan
,PM,151676,100000054710,2-0547,1100,КР главной передачи,100,100000026805,Самосвал карьерный 793D №737,КР,APP1,,,,Самосвал карьерный №737,11-RUD-CGTR-SEBT-CD36,2-0547_str,nan
,PM,151677,100000054711,2-0562,1100,Замена коробки передач,100,100000026805,Самосвал карьерный 793D №737,ЗМН,APP1,A,ЗК,A0003596,Самосвал карьерный №737,11-RUD-CGTR-SEBT-CD36,2-0562_str,ЗК
,PM,151678,100000054712,2-0569,1100,Замена кузова,100,100000026805,Самосвал карьерный 793D №737,ЗМН,APP1,A,ЗЗ,A0003596,Самосвал карьерный №737,11-RUD-CGTR-SEBT-CD36,2-0569_str,ЗЗ
,PM,151679,100000054713,2-0370,1100,Замена двигателя,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,A,ЗД,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0370_str,ЗД
,PM,151680,100000054714,2-0387,1100,Техническое обслуживание 1,100,100000026806,Самосвал карьерный 793D №738,ТО1,APP1,A,О1,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О1
,PM,151681,100000054714,2-0387,1100,Техническое обслуживание 2,100,100000026806,Самосвал карьерный 793D №738,ТО2,APP1,A,О2,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О2
,PM,151682,100000054714,2-0387,1100,Техническое обслуживание 3,100,100000026806,Самосвал карьерный 793D №738,ТО3,APP1,A,О3,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О3
,PM,151683,100000054714,2-0387,1100,Техническое обслуживание 4,100,100000026806,Самосвал карьерный 793D №738,ТО4,APP1,A,О4,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О4
,PM,151684,100000054714,2-0387,1100,Техническое обслуживание 5,100,100000026806,Самосвал карьерный 793D №738,ТО5,APP1,A,О5,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О5
,PM,151685,100000054714,2-0387,1100,Техническое обслуживание 6,100,100000026806,Самосвал карьерный 793D №738,ТО6,APP1,A,О6,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0387_str,О6
,PM,151686,100000054715,2-0521,1100,Замена бортовых редукторов,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,A,ЗБ,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0521_str,ЗБ
,PM,151687,100000054716,2-0529,1100,Замена гидротрансформатора,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,A,ЗГ,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0529_str,ЗГ
,PM,151688,100000054717,2-0547,1100,Замена главной передачи,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,,,,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0547_str,nan
,PM,151689,100000054717,2-0547,1100,КР главной передачи,100,100000026806,Самосвал карьерный 793D №738,КР,APP1,,,,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0547_str,nan
,PM,151690,100000054718,2-0562,1100,Замена коробки передач,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,A,ЗК,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0562_str,ЗК
,PM,151691,100000054719,2-0569,1100,Замена кузова,100,100000026806,Самосвал карьерный 793D №738,ЗМН,APP1,A,ЗЗ,A0003596,Самосвал карьерный №738,11-RUD-CGTR-SEBT-CD37,2-0569_str,ЗЗ
,PM,151692,100000054720,2-0370,1100,Замена двигателя,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,A,ЗД,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0370_str,ЗД
,PM,151693,100000054721,2-0387,1100,Техническое обслуживание 1,100,100000026807,Самосвал карьерный 793D №739,ТО1,APP1,A,О1,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О1
,PM,151694,100000054721,2-0387,1100,Техническое обслуживание 2,100,100000026807,Самосвал карьерный 793D №739,ТО2,APP1,A,О2,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О2
,PM,151695,100000054721,2-0387,1100,Техническое обслуживание 3,100,100000026807,Самосвал карьерный 793D №739,ТО3,APP1,A,О3,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О3
,PM,151696,100000054721,2-0387,1100,Техническое обслуживание 4,100,100000026807,Самосвал карьерный 793D №739,ТО4,APP1,A,О4,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О4
,PM,151697,100000054721,2-0387,1100,Техническое обслуживание 5,100,100000026807,Самосвал карьерный 793D №739,ТО5,APP1,A,О5,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О5
,PM,151698,100000054721,2-0387,1100,Техническое обслуживание 6,100,100000026807,Самосвал карьерный 793D №739,ТО6,APP1,A,О6,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0387_str,О6
,PM,151699,100000054722,2-0521,1100,Замена бортовых редукторов,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,A,ЗБ,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0521_str,ЗБ
,PM,151700,100000054723,2-0529,1100,Замена гидротрансформатора,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,A,ЗГ,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0529_str,ЗГ
,PM,151701,100000054724,2-0547,1100,Замена главной передачи,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,,,,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0547_str,nan
,PM,151702,100000054724,2-0547,1100,КР главной передачи,100,100000026807,Самосвал карьерный 793D №739,КР,APP1,,,,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0547_str,nan
,PM,151703,100000054725,2-0562,1100,Замена коробки передач,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,A,ЗК,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0562_str,ЗК
,PM,151704,100000054726,2-0569,1100,Замена кузова,100,100000026807,Самосвал карьерный 793D №739,ЗМН,APP1,A,ЗЗ,A0003596,Самосвал карьерный №739,11-RUD-CGTR-SEBT-CD38,2-0569_str,ЗЗ
,PM,151705,100000054727,2-0370,1100,Замена двигателя,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,A,ЗД,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0370_str,ЗД
,PM,151706,100000054728,2-0387,1100,Техническое обслуживание 1,100,100000026808,Самосвал карьерный 793D №740,ТО1,APP1,A,О1,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О1
,PM,151707,100000054728,2-0387,1100,Техническое обслуживание 2,100,100000026808,Самосвал карьерный 793D №740,ТО2,APP1,A,О2,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О2
,PM,151708,100000054728,2-0387,1100,Техническое обслуживание 3,100,100000026808,Самосвал карьерный 793D №740,ТО3,APP1,A,О3,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О3
,PM,151709,100000054728,2-0387,1100,Техническое обслуживание 4,100,100000026808,Самосвал карьерный 793D №740,ТО4,APP1,A,О4,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О4
,PM,151710,100000054728,2-0387,1100,Техническое обслуживание 5,100,100000026808,Самосвал карьерный 793D №740,ТО5,APP1,A,О5,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О5
,PM,151711,100000054728,2-0387,1100,Техническое обслуживание 6,100,100000026808,Самосвал карьерный 793D №740,ТО6,APP1,A,О6,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0387_str,О6
,PM,151712,100000054729,2-0521,1100,Замена бортовых редукторов,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,A,ЗБ,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0521_str,ЗБ
,PM,151713,100000054730,2-0529,1100,Замена гидротрансформатора,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,A,ЗГ,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0529_str,ЗГ
,PM,151714,100000054731,2-0547,1100,КР главной передачи,100,100000026808,Самосвал карьерный 793D №740,КР,APP1,,,,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0547_str,nan
,PM,151715,100000054731,2-0547,1100,Замена главной передачи,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,,,,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0547_str,nan
,PM,151716,100000054732,2-0562,1100,Замена коробки передач,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,A,ЗК,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0562_str,ЗК
,PM,151717,100000054733,2-0569,1100,Замена кузова,100,100000026808,Самосвал карьерный 793D №740,ЗМН,APP1,A,ЗЗ,A0003596,Самосвал карьерный №740,11-RUD-CGTR-SEBT-CD39,2-0569_str,ЗЗ
,PM,151718,100000054734,2-0370,1100,Замена двигателя,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,A,ЗД,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0370_str,ЗД
,PM,151719,100000054735,2-0387,1100,Техническое обслуживание 1,100,100000026809,Самосвал карьерный 793D №741,ТО1,APP1,A,О1,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О1
,PM,151720,100000054735,2-0387,1100,Техническое обслуживание 2,100,100000026809,Самосвал карьерный 793D №741,ТО2,APP1,A,О2,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О2
,PM,151721,100000054735,2-0387,1100,Техническое обслуживание 3,100,100000026809,Самосвал карьерный 793D №741,ТО3,APP1,A,О3,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О3
,PM,151722,100000054735,2-0387,1100,Техническое обслуживание 4,100,100000026809,Самосвал карьерный 793D №741,ТО4,APP1,A,О4,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О4
,PM,151723,100000054735,2-0387,1100,Техническое обслуживание 5,100,100000026809,Самосвал карьерный 793D №741,ТО5,APP1,A,О5,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О5
,PM,151724,100000054735,2-0387,1100,Техническое обслуживание 6,100,100000026809,Самосвал карьерный 793D №741,ТО6,APP1,A,О6,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0387_str,О6
,PM,151725,100000054736,2-0521,1100,Замена бортовых редукторов,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,A,ЗБ,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0521_str,ЗБ
,PM,151726,100000054737,2-0529,1100,Замена гидротрансформатора,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,A,ЗГ,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0529_str,ЗГ
,PM,151727,100000054738,2-0547,1100,Замена главной передачи,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,,,,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0547_str,nan
,PM,151728,100000054738,2-0547,1100,КР главной передачи,100,100000026809,Самосвал карьерный 793D №741,КР,APP1,,,,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0547_str,nan
,PM,151729,100000054739,2-0562,1100,Замена коробки передач,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,A,ЗК,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0562_str,ЗК
,PM,151730,100000054740,2-0569,1100,Замена кузова,100,100000026809,Самосвал карьерный 793D №741,ЗМН,APP1,A,ЗЗ,A0003596,Самосвал карьерный №741,11-RUD-CGTR-SEBT-CD40,2-0569_str,ЗЗ
,PM,151731,100000054741,2-0370,1100,Замена двигателя,100,100000026810,Самосвал карьерный 793D №742,ЗМН,APP1,A,ЗД,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0370_str,ЗД
,PM,151732,100000054742,2-0387,1100,Техническое обслуживание 1,100,100000026810,Самосвал карьерный 793D №742,ТО1,APP1,A,О1,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О1
,PM,151733,100000054742,2-0387,1100,Техническое обслуживание 2,100,100000026810,Самосвал карьерный 793D №742,ТО2,APP1,A,О2,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О2
,PM,151734,100000054742,2-0387,1100,Техническое обслуживание 3,100,100000026810,Самосвал карьерный 793D №742,ТО3,APP1,A,О3,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О3
,PM,151735,100000054742,2-0387,1100,Техническое обслуживание 4,100,100000026810,Самосвал карьерный 793D №742,ТО4,APP1,A,О4,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О4
,PM,151736,100000054742,2-0387,1100,Техническое обслуживание 5,100,100000026810,Самосвал карьерный 793D №742,ТО5,APP1,A,О5,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О5
,PM,151737,100000054742,2-0387,1100,Техническое обслуживание 6,100,100000026810,Самосвал карьерный 793D №742,ТО6,APP1,A,О6,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0387_str,О6
,PM,151738,100000054743,2-0521,1100,Замена бортовых редукторов,100,100000026810,Самосвал карьерный 793D №742,ЗМН,APP1,A,ЗБ,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0521_str,ЗБ
,PM,151739,100000054744,2-0529,1100,Замена гидротрансформатора,100,100000026810,Самосвал карьерный 793D №742,ЗМН,APP1,A,ЗГ,A0003596,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0529_str,ЗГ
,PM,151740,100000054745,2-0547,1100,Замена главной передачи,100,100000026810,Самосвал карьерный 793D №742,ЗМН,APP1,,,,Самосвал карьерный №742,11-RUD-CGTR-SEBT-CD41,2-0547_str,nan
