,Название стратерии,Единица,Текст цикла ПредупрТОРО,КраткНазвЦикла,Цикл,код_цикла,strategy_str_counter
2530,МТЧ ТО-ТР-Т1-Т2-КР,МТЧ,Техническое обслуживание,ТО,2000,2-0733ТО,2-0733_strТО
2531,МТЧ ТО-ТР-Т1-Т2-КР,МТЧ,Текущий ремонт,ТР,2250,2-0733ТР,2-0733_strТР
2532,МТЧ ТО-ТР-Т1-Т2-КР,МТЧ,Текущий ремонт 1,Т1,4500,2-0733Т1,2-0733_strТ1
2533,МТЧ ТО-ТР-Т1-Т2-КР,МТЧ,Текущий ремонт 2,Т2,9000,2-0733Т2,2-0733_strТ2
2534,МТЧ ТО-ТР-Т1-Т2-КР,МТЧ,Капитальный ремонт,КР,22000,2-0733КР,2-0733_strКР
2535,МТЧ СМ600,МТЧ,Смазка,СМ,600,2-0734СМ,2-0734_strСМ
2536,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт,ТР,300,2-0735ТР,2-0735_strТР
2537,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 1,Т1,600,2-0735Т1,2-0735_strТ1
2538,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 2,Т2,900,2-0735Т2,2-0735_strТ2
2539,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Техническое обслуживание,ТО,1200,2-0735ТО,2-0735_strТО
2540,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Техническое обслуживание 0,О0,2400,2-0735О0,2-0735_strО0
2541,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 3,Т3,2400,2-0735Т3,2-0735_strТ3
2542,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 4,Т4,4800,2-0735Т4,2-0735_strТ4
2543,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 5,Т5,6600,2-0735Т5,2-0735_strТ5
2544,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,МТЧ,Текущий ремонт 6,Т6,6600,2-0735Т6,2-0735_strТ6
2545,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт,ТР,300,2-0736ТР,2-0736_strТР
2546,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 1,Т1,600,2-0736Т1,2-0736_strТ1
2547,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 2,Т2,900,2-0736Т2,2-0736_strТ2
2548,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Техническое обслуживание,ТО,1200,2-0736ТО,2-0736_strТО
2549,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Техническое обслуживание 0,О0,2400,2-0736О0,2-0736_strО0
2550,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 3,Т3,2400,2-0736Т3,2-0736_strТ3
2551,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Техническое обслуживание 1,О1,3000,2-0736О1,2-0736_strО1
2552,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 5,Т5,6600,2-0736Т5,2-0736_strТ5
2553,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 6,Т6,6600,2-0736Т6,2-0736_strТ6
2554,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Техническое обслуживание 2,О2,22800,2-0736О2,2-0736_strО2
2555,МТЧ ТО-ТР-Т1-Т6-О0-О2,МТЧ,Текущий ремонт 4,Т4,24000,2-0736Т4,2-0736_strТ4
2556,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Текущий ремонт,ТР,300,2-0737ТР,2-0737_strТР
2557,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Текущий ремонт 1,Т1,600,2-0737Т1,2-0737_strТ1
2558,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Текущий ремонт 2,Т2,900,2-0737Т2,2-0737_strТ2
2559,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Техническое обслуживание,ТО,1200,2-0737ТО,2-0737_strТО
2560,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Техническое обслуживание 0,О0,2400,2-0737О0,2-0737_strО0
2561,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Текущий ремонт 3,Т3,3000,2-0737Т3,2-0737_strТ3
2562,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4,МТЧ,Текущий ремонт 4,Т4,4800,2-0737Т4,2-0737_strТ4
2563,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Текущий ремонт,ТР,240,2-0738ТР,2-0738_strТР
2564,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Текущий ремонт 1,Т1,720,2-0738Т1,2-0738_strТ1
2565,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Техническое обслуживание,ТО,1920,2-0738ТО,2-0738_strТО
2566,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Текущий ремонт 2,Т2,9120,2-0738Т2,2-0738_strТ2
2567,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Текущий ремонт 3,Т3,12000,2-0738Т3,2-0738_strТ3
2568,МТЧ ТР-Т1-ТО-Т2-Т3-КР,МТЧ,Капитальный ремонт,КР,19000,2-0738КР,2-0738_strКР
2569,МТЧ СМ400,МТЧ,Смазка,СМ,400,2-0739СМ,2-0739_strСМ
2570,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт,ТР,300,2-0740ТР,2-0740_strТР
2571,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 1,Т1,600,2-0740Т1,2-0740_strТ1
2572,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 2,Т2,900,2-0740Т2,2-0740_strТ2
2573,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Техническое обслуживание,ТО,1200,2-0740ТО,2-0740_strТО
2574,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 3,Т3,1500,2-0740Т3,2-0740_strТ3
2575,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Техническое обслуживание 0,О0,1600,2-0740О0,2-0740_strО0
2576,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 4,Т4,2400,2-0740Т4,2-0740_strТ4
2577,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Техническое обслуживание 1,О1,7200,2-0740О1,2-0740_strО1
2578,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 5,Т5,9600,2-0740Т5,2-0740_strТ5
2579,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 6,Т6,12000,2-0740Т6,2-0740_strТ6
2580,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Техническое обслуживание 2,О2,14400,2-0740О2,2-0740_strО2
2581,МТЧ ТО-ТР-Т1-Т7-О0-О2,МТЧ,Текущий ремонт 7,Т7,19200,2-0740Т7,2-0740_strТ7
2582,МТЧ СМ168,МТЧ,Смазка,СМ,168,2-0741СМ,2-0741_strСМ
2583,МТЧ ТО-О0-ТР-Т1,МТЧ,Техническое обслуживание,ТО,1200,2-0742ТО,2-0742_strТО
2584,МТЧ ТО-О0-ТР-Т1,МТЧ,Техническое обслуживание 0,О0,7200,2-0742О0,2-0742_strО0
2585,МТЧ ТО-О0-ТР-Т1,МТЧ,Текущий ремонт,ТР,8640,2-0742ТР,2-0742_strТР
2586,МТЧ ТО-О0-ТР-Т1,МТЧ,Текущий ремонт 1,Т1,12000,2-0742Т1,2-0742_strТ1
2587,МТЧ И08400,МТЧ,Испытание,И0,8400,2-0743И0,2-0743_strИ0
2588,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Текущий ремонт,ТР,300,2-0744ТР,2-0744_strТР
2589,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Техническое обслуживание,ТО,600,2-0744ТО,2-0744_strТО
2590,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Техническое обслуживание 0,О0,3600,2-0744О0,2-0744_strО0
2591,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Техническое обслуживание 1,О1,4800,2-0744О1,2-0744_strО1
2592,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Техническое обслуживание 2,О2,6000,2-0744О2,2-0744_strО2
2593,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Техническое обслуживание 3,О3,8400,2-0744О3,2-0744_strО3
2594,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Текущий ремонт 9,Т9,15000,2-0744Т9,2-0744_strТ9
2595,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Текущий ремонт 10,ТБ,15000,2-0744ТБ,2-0744_strТБ
2596,МТЧ ТР-ТО-О0-О1-О2-О3-Т9-ТБ-Т8,МТЧ,Текущий ремонт 8,Т8,20000,2-0744Т8,2-0744_strТ8
2597,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 1,Т1,2700,2-0745Т1,2-0745_strТ1
2598,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 2,Т2,3600,2-0745Т2,2-0745_strТ2
2599,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 3,Т3,6000,2-0745Т3,2-0745_strТ3
2600,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 4,Т4,6500,2-0745Т4,2-0745_strТ4
2601,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 5,Т5,7700,2-0745Т5,2-0745_strТ5
2602,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 6,Т6,12500,2-0745Т6,2-0745_strТ6
2603,МТЧ Т1-Т2-Т3-Т4-Т5-Т6-Т7,МТЧ,Текущий ремонт 7,Т7,20000,2-0745Т7,2-0745_strТ7
2604,МТЧ Д0600,МТЧ,Доливка,Д0,600,2-0746Д0,2-0746_strД0
2605,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Техническое обслуживание,ТО,300,2-0747ТО,2-0747_strТО
2606,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Техническое обслуживание 0,О0,600,2-0747О0,2-0747_strО0
2607,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Текущий ремонт,ТР,600,2-0747ТР,2-0747_strТР
2608,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Текущий ремонт 1,Т1,1200,2-0747Т1,2-0747_strТ1
2609,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Техническое обслуживание 1,О1,3000,2-0747О1,2-0747_strО1
2610,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Текущий ремонт 2,Т2,3000,2-0747Т2,2-0747_strТ2
2611,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Техническое обслуживание 2,О2,6000,2-0747О2,2-0747_strО2
2612,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2-Т3,МТЧ,Текущий ремонт 3,Т3,18000,2-0747Т3,2-0747_strТ3
2613,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт,ТР,300,2-0748ТР,2-0748_strТР
2614,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Техническое обслуживание,ТО,1200,2-0748ТО,2-0748_strТО
2615,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт 1,Т1,2400,2-0748Т1,2-0748_strТ1
2616,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Техническое обслуживание 0,О0,3600,2-0748О0,2-0748_strО0
2617,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Техническое обслуживание 1,О1,4800,2-0748О1,2-0748_strО1
2618,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Техническое обслуживание 2,О2,6000,2-0748О2,2-0748_strО2
2619,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Техническое обслуживание 3,О3,8400,2-0748О3,2-0748_strО3
2620,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт 2,Т2,15400,2-0748Т2,2-0748_strТ2
2621,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт 4,Т4,16800,2-0748Т4,2-0748_strТ4
2622,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт 5,Т5,16800,2-0748Т5,2-0748_strТ5
2623,МТЧ ТР-ТО-О0-О3-Т1-Т5,МТЧ,Текущий ремонт 3,Т3,19200,2-0748Т3,2-0748_strТ3
2624,МТЧ СМ720,МТЧ,Смазка,СМ,720,2-0749СМ,2-0749_strСМ
2625,МТЧ Д0750,МТЧ,Доливка,Д0,750,2-0750Д0,2-0750_strД0
2626,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Техническое обслуживание,ТО,720,2-0751ТО,2-0751_strТО
2627,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Текущий ремонт,ТР,720,2-0751ТР,2-0751_strТР
2628,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Техническое обслуживание 2,О2,2000,2-0751О2,2-0751_strО2
2629,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Текущий ремонт 1,Т1,2250,2-0751Т1,2-0751_strТ1
2630,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Текущий ремонт 2,Т2,6750,2-0751Т2,2-0751_strТ2
2631,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Техническое обслуживание 0,О0,8640,2-0751О0,2-0751_strО0
2632,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Техническое обслуживание 1,О1,8640,2-0751О1,2-0751_strО1
2633,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Техническое обслуживание 3,О3,8640,2-0751О3,2-0751_strО3
2634,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Текущий ремонт 3,Т3,9000,2-0751Т3,2-0751_strТ3
2635,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Капитальный ремонт,КР,12000,2-0751КР,2-0751_strКР
2636,МТЧ ТО-ТР-КР-О0-О3-Т1-Т4,МТЧ,Текущий ремонт 4,Т4,17250,2-0751Т4,2-0751_strТ4
2637,МТЧ И0800,МТЧ,Испытание,И0,800,2-0752И0,2-0752_strИ0
2638,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Техническое обслуживание,ТО,200,2-0753ТО,2-0753_strТО
2639,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Текущий ремонт,ТР,600,2-0753ТР,2-0753_strТР
2640,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Текущий ремонт 1,Т1,1200,2-0753Т1,2-0753_strТ1
2641,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Техническое обслуживание 0,О0,3600,2-0753О0,2-0753_strО0
2642,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Текущий ремонт 2,Т2,3600,2-0753Т2,2-0753_strТ2
2643,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Текущий ремонт 3,Т3,8000,2-0753Т3,2-0753_strТ3
2644,МТЧ ТО-ТР-Т1-О0-Т2-Т3-Т4,МТЧ,Текущий ремонт 4,Т4,14400,2-0753Т4,2-0753_strТ4
2645,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Техническое обслуживание,ТО,200,2-0754ТО,2-0754_strТО
2646,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт,ТР,800,2-0754ТР,2-0754_strТР
2647,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт 1,Т1,1600,2-0754Т1,2-0754_strТ1
2648,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт 2,Т2,2400,2-0754Т2,2-0754_strТ2
2649,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт 3,Т3,4800,2-0754Т3,2-0754_strТ3
2650,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт 4,Т4,9600,2-0754Т4,2-0754_strТ4
2651,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Текущий ремонт 5,Т5,19200,2-0754Т5,2-0754_strТ5
2652,МТЧ ТО-ТР-Т1-Т2-Т3-Т4-Т5-КР,МТЧ,Капитальный ремонт,КР,24000,2-0754КР,2-0754_strКР
2653,МТЧ СМ1000,МТЧ,Смазка,СМ,1000,2-0755СМ,2-0755_strСМ
2654,МТЧ ТР1000-КР24000,МТЧ,Текущий ремонт,ТР,1000,2-0756ТР,2-0756_strТР
2655,МТЧ ТР1000-КР24000,МТЧ,Капитальный ремонт,КР,24000,2-0756КР,2-0756_strКР
2656,МТЧ ТО2000-Т18000,МТЧ,Техническое обслуживание,ТО,2000,2-0757ТО,2-0757_strТО
2657,МТЧ ТО2000-Т18000,МТЧ,Текущий ремонт 1,Т1,8000,2-0757Т1,2-0757_strТ1
2658,МТЧ ТО600-ТР600-Т130000,МТЧ,Техническое обслуживание,ТО,600,2-0758ТО,2-0758_strТО
2659,МТЧ ТО600-ТР600-Т130000,МТЧ,Текущий ремонт,ТР,600,2-0758ТР,2-0758_strТР
2660,МТЧ ТО600-ТР600-Т130000,МТЧ,Текущий ремонт 1,Т1,30000,2-0758Т1,2-0758_strТ1
2661,МТЧ ТР-Т1-ТО-Т2-Т3,МТЧ,Текущий ремонт,ТР,1700,2-0759ТР,2-0759_strТР
2662,МТЧ ТР-Т1-ТО-Т2-Т3,МТЧ,Текущий ремонт 1,Т1,3400,2-0759Т1,2-0759_strТ1
2663,МТЧ ТР-Т1-ТО-Т2-Т3,МТЧ,Техническое обслуживание,ТО,4250,2-0759ТО,2-0759_strТО
2664,МТЧ ТР-Т1-ТО-Т2-Т3,МТЧ,Текущий ремонт 2,Т2,6800,2-0759Т2,2-0759_strТ2
2665,МТЧ ТР-Т1-ТО-Т2-Т3,МТЧ,Текущий ремонт 3,Т3,13600,2-0759Т3,2-0759_strТ3
2666,МТЧ ТР1340-Т13350-Т28000,МТЧ,Текущий ремонт,ТР,1340,2-0760ТР,2-0760_strТР
2667,МТЧ ТР1340-Т13350-Т28000,МТЧ,Текущий ремонт 1,Т1,3350,2-0760Т1,2-0760_strТ1
2668,МТЧ ТР1340-Т13350-Т28000,МТЧ,Текущий ремонт 2,Т2,8000,2-0760Т2,2-0760_strТ2
2669,МТЧ СМ360,МТЧ,Смазка,СМ,360,2-0761СМ,2-0761_strСМ
2670,МТЧ Т12160-Т35760,МТЧ,Текущий ремонт 1,Т1,2160,2-0762Т1,2-0762_strТ1
2671,МТЧ Т12160-Т35760,МТЧ,Текущий ремонт 3,Т3,5760,2-0762Т3,2-0762_strТ3
2672,МТЧ ТР720-Т22880-Т417280,МТЧ,Текущий ремонт,ТР,720,2-0763ТР,2-0763_strТР
2673,МТЧ ТР720-Т22880-Т417280,МТЧ,Текущий ремонт 2,Т2,2880,2-0763Т2,2-0763_strТ2
2674,МТЧ ТР720-Т22880-Т417280,МТЧ,Текущий ремонт 4,Т4,17280,2-0763Т4,2-0763_strТ4
2675,МТЧ СМ72,МТЧ,Смазка,СМ,72,2-0764СМ,2-0764_strСМ
2676,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Техническое обслуживание,ТО,432,2-0765ТО,2-0765_strТО
2677,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Техническое обслуживание 0,О0,2160,2-0765О0,2-0765_strО0
2678,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Текущий ремонт,ТР,3100,2-0765ТР,2-0765_strТР
2679,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Текущий ремонт 1,Т1,6200,2-0765Т1,2-0765_strТ1
2680,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Техническое обслуживание 1,О1,6480,2-0765О1,2-0765_strО1
2681,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Текущий ремонт 2,Т2,12400,2-0765Т2,2-0765_strТ2
2682,МТЧ ТО-О0-ТР-Т1-О1-Т2-О2,МТЧ,Техническое обслуживание 2,О2,25920,2-0765О2,2-0765_strО2
2683,МТЧ ТО-ТР-Т1-Т2,МТЧ,Техническое обслуживание,ТО,720,2-0766ТО,2-0766_strТО
2684,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт,ТР,1080,2-0766ТР,2-0766_strТР
2685,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 1,Т1,12000,2-0766Т1,2-0766_strТ1
2686,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 2,Т2,20400,2-0766Т2,2-0766_strТ2
2687,МТЧ ТО-ТР-Т1-Т2,МТЧ,Техническое обслуживание,ТО,720,2-0767ТО,2-0767_strТО
2688,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт,ТР,9000,2-0767ТР,2-0767_strТР
2689,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 1,Т1,12000,2-0767Т1,2-0767_strТ1
2690,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 2,Т2,20400,2-0767Т2,2-0767_strТ2
2691,МТЧ ТО-ТР-Т1-Т2,МТЧ,Техническое обслуживание,ТО,720,2-0768ТО,2-0768_strТО
2692,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт,ТР,16000,2-0768ТР,2-0768_strТР
2693,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 1,Т1,32000,2-0768Т1,2-0768_strТ1
2694,МТЧ ТО-ТР-Т1-Т2,МТЧ,Текущий ремонт 2,Т2,36000,2-0768Т2,2-0768_strТ2
2695,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Техническое обслуживание,ТО,432,2-0769ТО,2-0769_strТО
2696,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Текущий ремонт,ТР,2000,2-0769ТР,2-0769_strТР
2697,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Техническое обслуживание 0,О0,2160,2-0769О0,2-0769_strО0
2698,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Текущий ремонт 1,Т1,4000,2-0769Т1,2-0769_strТ1
2699,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Техническое обслуживание 1,О1,6480,2-0769О1,2-0769_strО1
2700,МТЧ ТО-ТР-О0-Т1-О1-Т2-Т3-О2,МТЧ,Текущий ремонт 2,Т2,8000,2-0769Т2,2-0769_strТ2
