БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №502,1-2000_strЕО,5710,ЕО,300000002506,Ежесменное ТО смена 1,,5710_strЕО,,
Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №502,1-2000_strЕО,5710,ЕО,300000002506,Ежесменное ТО смена 2,,5710_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №604,1-2000_strЕО,5860,ЕО,300000002507,Ежесменное ТО смена 1,,5860_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №604,1-2000_strЕО,5860,ЕО,300000002507,Ежесменное ТО смена 2,,5860_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №202,1-2000_strЕО,5819,ЕО,300000002508,Ежесменное ТО смена 1,,5819_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №202,1-2000_strЕО,5819,ЕО,300000002508,Ежесменное ТО смена 2,,5819_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №203,1-2000_strЕО,5820,ЕО,300000002509,Ежесменное ТО смена 1,,5820_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №203,1-2000_strЕО,5820,ЕО,300000002509,Ежесменное ТО смена 2,,5820_strЕО,,
Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA900-3,Погрузчик фронтальный WA900-3 №506,1-2000_strЕО,5851,ЕО,300000002510,Ежесменное ТО смена 1,,5851_strЕО,,
Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA900-3,Погрузчик фронтальный WA900-3 №506,1-2000_strЕО,5851,ЕО,300000002510,Ежесменное ТО смена 2,,5851_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3204,1-2000_strЕО,5821,ЕО,300000002511,Ежесменное ТО смена 1,,5821_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3204,1-2000_strЕО,5821,ЕО,300000002511,Ежесменное ТО смена 2,,5821_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3205,1-2000_strЕО,5822,ЕО,300000002512,Ежесменное ТО смена 1,,5822_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3205,1-2000_strЕО,5822,ЕО,300000002512,Ежесменное ТО смена 2,,5822_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3206,1-2000_strЕО,5823,ЕО,300000002513,Ежесменное ТО смена 1,,5823_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3206,1-2000_strЕО,5823,ЕО,300000002513,Ежесменное ТО смена 2,,5823_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №606,1-2000_strЕО,5861,ЕО,300000002514,Ежесменное ТО смена 1,,5861_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №606,1-2000_strЕО,5861,ЕО,300000002514,Ежесменное ТО смена 2,,5861_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №607,1-2000_strЕО,5701,ЕО,300000002515,Ежесменное ТО смена 1,,5701_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №607,1-2000_strЕО,5701,ЕО,300000002515,Ежесменное ТО смена 2,,5701_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №605,1-2000_strЕО,5702,ЕО,300000002516,Ежесменное ТО смена 1,,5702_strЕО,,
Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №605,1-2000_strЕО,5702,ЕО,300000002516,Ежесменное ТО смена 2,,5702_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №209,1-2000_strЕО,6024,ЕО,300000002517,Ежесменное ТО смена 1,,6024_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №209,1-2000_strЕО,6024,ЕО,300000002517,Ежесменное ТО смена 2,,6024_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3210,1-2000_strЕО,5824,ЕО,300000002518,Ежесменное ТО смена 1,,5824_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3210,1-2000_strЕО,5824,ЕО,300000002518,Ежесменное ТО смена 2,,5824_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3211,1-2000_strЕО,6090,ЕО,300000002519,Ежесменное ТО смена 1,,6090_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3211,1-2000_strЕО,6090,ЕО,300000002519,Ежесменное ТО смена 2,,6090_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3212,1-2000_strЕО,5816,ЕО,300000002520,Ежесменное ТО смена 1,,5816_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D475A-5,Бульдозер D475A-5 №3212,1-2000_strЕО,5816,ЕО,300000002520,Ежесменное ТО смена 2,,5816_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №3213,1-2000_strЕО,6025,ЕО,300000002521,Ежесменное ТО смена 1,,6025_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №3213,1-2000_strЕО,6025,ЕО,300000002521,Ежесменное ТО смена 2,,6025_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №3214,1-2000_strЕО,6026,ЕО,300000002522,Ежесменное ТО смена 1,,6026_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D375A-5,Бульдозер D375A-5 №3214,1-2000_strЕО,6026,ЕО,300000002522,Ежесменное ТО смена 2,,6026_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозер D155A-5 №3305,1-2000_strЕО,5949,ЕО,300000002523,Ежесменное ТО смена 1,,5949_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D155A-5,Бульдозер D155A-5 №3305,1-2000_strЕО,5949,ЕО,300000002523,Ежесменное ТО смена 2,,5949_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D85ESS,Бульдозер D85ESS-2A №304,1-2000_strЕО,5812,ЕО,300000002524,Ежесменное ТО смена 1,,5812_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D85ESS,Бульдозер D85ESS-2A №304,1-2000_strЕО,5812,ЕО,300000002524,Ежесменное ТО смена 2,,5812_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозер D85EХ-15 №3302,1-2000_strЕО,5813,ЕО,300000002525,Ежесменное ТО смена 1,,5813_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер D85EХ,Бульдозер D85EХ-15 №3302,1-2000_strЕО,5813,ЕО,300000002525,Ежесменное ТО смена 2,,5813_strЕО,,
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,1-2000_strЕО,6126,ЕО,300000002526,Ежесменное ТО смена 1,,6126_strЕО,,
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,1-2000_strЕО,6126,ЕО,300000002526,Ежесменное ТО смена 2,,6126_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер Т-11,Бульдозер Т-11.02ЯБР-1 №1165KY24,1-2000_strЕО,5975,ЕО,300000002528,Ежесменное ТО смена 1,,5975_strЕО,,
Олимпиадинский ГОК,Бульдозеры гусеничные,Бульдозер Т-11,Бульдозер Т-11.02ЯБР-1 №1165KY24,1-2000_strЕО,5975,ЕО,300000002528,Ежесменное ТО смена 2,,5975_strЕО,,
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №22,1-2000_strЕО,5968,ЕО,300000002529,Ежесменное ТО смена 1,,5968_strЕО,,
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №22,1-2000_strЕО,5968,ЕО,300000002529,Ежесменное ТО смена 2,,5968_strЕО,,
Олимпиадинский ГОК,Станки буровые вращ. бур. шарошками,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №24,1-2000_strЕО,5969,ЕО,300000002530,Ежесменное ТО смена 1,,5969_strЕО,,
